customer_tweet_id,customer_text,brand_tweet_id,brand_text,customer_created_at,brand_created_at,raw_customer_text,raw_brand_text,intent,secondary_intent,secondery_intent
646,Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,644,I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,Tue Oct 31 21:40:30 +0000 2017,Tue Oct 31 22:25:27 +0000 2017,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,genral_enquiry,order_delayed,order_delayed
649,"In response to your @user packing video, this packaging was for a 2ft washing line pole @user https://t.co/X21SQHgC0K",648,Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,Tue Oct 31 22:17:47 +0000 2017,Tue Oct 31 22:24:47 +0000 2017,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,genral_enquiry,order_delayed,order_delayed
651,"I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",653,"Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",Tue Oct 31 22:25:58 +0000 2017,Tue Oct 31 22:52:02 +0000 2017,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?","@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",genral_enquiry,order_delayed,order_delayed
654,Already started the return. UPS gets it from my doorstep tomorrow. Order [ORDER_ID],655,Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,Tue Oct 31 22:53:50 +0000 2017,Tue Oct 31 23:07:33 +0000 2017,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,genral_enquiry,order_delayed,order_delayed
652,Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,650,Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,Tue Oct 31 22:11:15 +0000 2017,Tue Oct 31 22:24:47 +0000 2017,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,genral_enquiry,order_delayed,order_delayed
657,"Already handled, just venting. It was a pretty big bummer.",656,Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,Tue Oct 31 22:18:42 +0000 2017,Tue Oct 31 22:21:10 +0000 2017,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,genral_enquiry,order_delayed,order_delayed
659,it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q,658,I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,Tue Oct 31 22:02:14 +0000 2017,Tue Oct 31 22:11:00 +0000 2017,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,return/refund request,genral_enquiry,genral_enquiry
664,"delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",663,Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B We're unable to view order details via Twitter. ^KL,Tue Oct 31 21:50:49 +0000 2017,Tue Oct 31 22:20:34 +0000 2017,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge","@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B
We're unable to view order details via Twitter. ^KL",return/refund request,genral_enquiry,genral_enquiry
667,"Anna Inspired in idea lab at school to be @Amazon package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",665,You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,Tue Oct 31 22:11:10 +0000 2017,Tue Oct 31 22:19:29 +0000 2017,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,genral_enquiry,order_delayed,order_delayed
670,They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,668,Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: https://t.co/JzP7hlA23B & we'll be glad to help! ^FR,Tue Oct 31 22:15:42 +0000 2017,Tue Oct 31 22:18:00 +0000 2017,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,@115844 Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: https://t.co/JzP7hlA23B &amp; we'll be glad to help! ^FR,genral_enquiry,order_delayed,order_delayed
672,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!",674,Oh no! We're here to help! Without providing account details will you give us more information about what has happened? ^SE,Tue Oct 31 20:59:45 +0000 2017,Tue Oct 31 21:58:00 +0000 2017,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!",@115844 Oh no! We're here to help! Without providing account details will you give us more information about what has happened? ^SE,genral_enquiry,order_delayed,order_delayed
676,Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,675,That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN,Tue Oct 31 21:39:25 +0000 2017,Tue Oct 31 22:17:27 +0000 2017,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN,genral_enquiry,order_delayed,order_delayed
678,My package from @Amazon with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,679,"Sorry about your costume, Mike! Who's the carrier responsible for the delivery? Let's check here: https://t.co/Y5jpI9gRhE ^JZ",Tue Oct 31 20:06:57 +0000 2017,Tue Oct 31 20:18:27 +0000 2017,My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,"@115846 Sorry about your costume, Mike! Who's the carrier responsible for the delivery? Let's check here: https://t.co/Y5jpI9gRhE ^JZ",genral_enquiry,order_delayed,order_delayed
682,How @Amazon packages china https://t.co/fO9vbus18E,683,We're always looking for ways to improve and we'd like to hear your feedback on this packaging: https://t.co/vjMFYkFFd1 ^KN,Tue Oct 31 13:34:50 +0000 2017,Tue Oct 31 13:41:19 +0000 2017,How @115821 packages china https://t.co/fO9vbus18E,@115848 We're always looking for ways to improve and we'd like to hear your feedback on this packaging: https://t.co/vjMFYkFFd1 ^KN,genral_enquiry,order_delayed,order_delayed
685,Details sent. Please check.,687,Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB,Wed Nov 01 05:26:45 +0000 2017,Wed Nov 01 05:32:57 +0000 2017,@AmazonHelp Details sent. Please check.,@115849 Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB,genral_enquiry,order_delayed,order_delayed
686,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated & new status will be provided in 1 day!,684,Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,Tue Oct 31 22:06:53 +0000 2017,Tue Oct 31 22:17:00 +0000 2017,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,genral_enquiry,order_delayed,order_delayed
690,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,689,Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Tue Oct 31 21:45:15 +0000 2017,Tue Oct 31 21:54:32 +0000 2017,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,genral_enquiry,order_delayed,order_delayed
693,since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,692,We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,Tue Oct 31 22:10:21 +0000 2017,Tue Oct 31 22:16:00 +0000 2017,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,genral_enquiry,order_delayed,order_delayed
695,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,694,I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,Tue Oct 31 21:17:03 +0000 2017,Tue Oct 31 22:15:28 +0000 2017,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,genral_enquiry,order_delayed,order_delayed
1693,but I can’t find the options to cancel or re-order?,1696,I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,Tue Oct 31 22:54:54 +0000 2017,Tue Oct 31 22:58:00 +0000 2017,@AmazonHelp but I can’t find the options to cancel or re-order?,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,order_delayed,genral_enquiry,genral_enquiry
1695,my order hasn’t arrived (it was due 14th October). Can you help?,1692,Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,Tue Oct 31 22:40:01 +0000 2017,Tue Oct 31 22:43:00 +0000 2017,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,order_not_delivered,genral_enquiry,genral_enquiry
1698,Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,1700,Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,Tue Oct 31 22:47:50 +0000 2017,Tue Oct 31 22:52:33 +0000 2017,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,genral_enquiry,order_delayed,order_delayed
1701,You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,1704,It would be best if you get in touch with us by phone or chat.use this link to do so: https://t.co/hApLpMlfHN ^CH,Tue Oct 31 22:58:06 +0000 2017,Tue Oct 31 23:06:00 +0000 2017,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,genral_enquiry,order_delayed,order_delayed
1699,I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,1697,Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,Tue Oct 31 22:34:38 +0000 2017,Tue Oct 31 22:42:00 +0000 2017,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,return/refund request,genral_enquiry,genral_enquiry
1706,"I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",1705,I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,Tue Oct 31 22:33:08 +0000 2017,Tue Oct 31 22:42:00 +0000 2017,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,genral_enquiry,order_delayed,order_delayed
1708,"being charged for amazon prime & when I go to cancel it, it’s saying I’m not a member😠😠😠",1707,Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,Tue Oct 31 19:08:41 +0000 2017,Tue Oct 31 19:11:00 +0000 2017,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,genral_enquiry,order_delayed,order_delayed
1710,where can I chat with a support member for a false charge,1709,I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,Tue Oct 31 22:33:35 +0000 2017,Tue Oct 31 22:41:11 +0000 2017,@AmazonHelp where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,genral_enquiry,order_delayed,order_delayed
1713,if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,1711,Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,Tue Oct 31 21:21:34 +0000 2017,Tue Oct 31 22:41:00 +0000 2017,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,genral_enquiry,order_delayed,order_delayed
1715,Seriously @Amazon? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,1714,Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,Tue Oct 31 21:14:40 +0000 2017,Tue Oct 31 22:40:00 +0000 2017,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,genral_enquiry,order_delayed,order_delayed
1717,"My package just got here. All good, thank you!",1719,"Thank you for keeping us posted, Rachael! ^BA",Tue Oct 31 22:40:54 +0000 2017,Tue Oct 31 22:44:33 +0000 2017,"@AmazonHelp My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA",genral_enquiry,order_delayed,order_delayed
1718,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",1716,I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,Tue Oct 31 22:33:25 +0000 2017,Tue Oct 31 22:39:27 +0000 2017,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,genral_enquiry,order_delayed,order_delayed
1721,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,1723,"We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",Tue Oct 31 22:37:35 +0000 2017,Tue Oct 31 22:47:28 +0000 2017,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",genral_enquiry,order_delayed,order_delayed
1724,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,1725,Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,Tue Oct 31 22:48:50 +0000 2017,Tue Oct 31 23:04:01 +0000 2017,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,genral_enquiry,order_delayed,order_delayed
1726,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,1727,Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,Tue Oct 31 23:05:46 +0000 2017,Tue Oct 31 23:31:00 +0000 2017,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,genral_enquiry,order_delayed,order_delayed
1722,"Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.",1720,"I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",Tue Oct 31 22:16:51 +0000 2017,Tue Oct 31 22:36:00 +0000 2017,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",genral_enquiry,order_delayed,order_delayed
1735,"Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1737,"We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",Tue Oct 31 22:41:11 +0000 2017,Tue Oct 31 22:47:00 +0000 2017,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",genral_enquiry,order_delayed,order_delayed
1736,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,1734,Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,Tue Oct 31 22:21:42 +0000 2017,Tue Oct 31 22:35:00 +0000 2017,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,genral_enquiry,order_delayed,order_delayed
1741,please spend time & money to fix your app. Constant issues with it.,1739,"Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",Tue Oct 31 22:20:43 +0000 2017,Tue Oct 31 22:34:00 +0000 2017,@115821 please spend time &amp; money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",genral_enquiry,order_delayed,order_delayed
1744,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1746,No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,Tue Oct 31 22:50:15 +0000 2017,Tue Oct 31 22:56:37 +0000 2017,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,genral_enquiry,order_delayed,order_delayed
1745,My Kindle not working properly is breaking my heart! 😩💔,1743,"Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ",Tue Oct 31 22:30:23 +0000 2017,Tue Oct 31 22:32:29 +0000 2017,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ",genral_enquiry,order_delayed,order_delayed
1748,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,1747,"(2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",Tue Oct 31 22:07:19 +0000 2017,Tue Oct 31 22:32:27 +0000 2017,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",genral_enquiry,order_delayed,order_delayed
1752,Truly. This is the strangest vampire book I’ve ever received. 😜 cc @user @AmazonHelp #misship https://t.co/Zad7Az14Zg,1750,I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,Tue Oct 31 22:06:28 +0000 2017,Tue Oct 31 22:29:27 +0000 2017,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,genral_enquiry,order_delayed,order_delayed
2543,"Just now, don't use Amazon much so didn't know the process if you don't receive an item",2545,"Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",Tue Oct 31 23:17:22 +0000 2017,Tue Oct 31 23:25:31 +0000 2017,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",genral_enquiry,order_delayed,order_delayed
2544,Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2542,How long has it been since you've e-mailed the seller? ^TR,Tue Oct 31 22:50:14 +0000 2017,Tue Oct 31 22:58:28 +0000 2017,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@116314 How long has it been since you've e-mailed the seller? ^TR,genral_enquiry,order_delayed,order_delayed
