customer_tweet_id,customer_text,brand_tweet_id,brand_text,customer_created_at,brand_created_at,raw_customer_text,raw_brand_text,manually_corrected_intent,manually_corrected_escalation,gold_intent,gold_escalation,gold_secondary_intent,secondary_intent,intent,gold_escalation_reason,pred_intent,pred_escalation,canned_reply,retrieval_reply,agent_reply
128819,"Yes I got your mail but mailing is not a solution,mail is sent to your executives since last 3 days but the order is not delivered.By sending mail, you are giving me assurance that I have been getting from the last 3 days.I think you guys don't understand the meaning of solution.",128818,"I get your concern about the delivery, we're working with our logistics team to resolve this at the earliest for you. Further, you can reply to our correspondence and we'll be sure to reach out to you soon with an update. Your patience is much appreciated. ^VN",Thu Nov 23 14:57:30 +0000 2017,Thu Nov 23 15:17:57 +0000 2017,"@AmazonHelp Yes I got your mail but mailing is not a solution,mail is sent to your executives since last 3 days but the order is not delivered.By sending mail, you are giving me assurance that I have been getting from the last 3 days.I think you guys don't understand the meaning of solution.","@144977 I get your concern about the delivery, we're working with our logistics team to resolve this at the earliest for you. Further, you can reply to our correspondence and we'll be sure to reach out to you soon with an update. Your patience is much appreciated. ^VN",order_not_delivered,ESCALATE,order_not_delivered,ESCALATE,genral_enquiry,genral_enquiry,order_not_delivered,High-risk non-receipt or false delivered status requiring courier investigation or concession authorization.,order_not_delivered,ESCALATE,We are sorry you haven't received your order. Please check your delivery tracking or contact our support team. ^Amazon,"I get your concern about the delivery, we're working with our logistics team to resolve this at the earliest for you. Further, you can reply to our correspondence and we'll be sure to reach out to you soon with an update. Your patience is much appreciated. ^VN","I'm sorry to hear your package hasn't arrived! If tracking shows delivered, please check around your property or with neighbors. If it's still missing, reach us via phone or chat here: https://amazon.com/contact-us so we can investigate or arrange a replacement/refund. ^AI"
236144,I hav ord items on @user on25 Sept..It is still not delivered. No callnorefund.I had to call to get the refund.Hw they claim to be no1?,236143,Certainly not the experience we want to cater. I'll ensure to share them internally to work on. ^CB,Thu Oct 05 13:50:06 +0000 2017,Thu Oct 05 14:01:38 +0000 2017,I hav ord items on @115850 on25 Sept..It is still not delivered. No callnorefund.I had to call to get the refund.Hw they claim to be no1?,@172243 Certainly not the experience we want to cater. I'll ensure to share them internally to work on. ^CB,order_not_delivered,ESCALATE,order_not_delivered,ESCALATE,genral_enquiry,genral_enquiry,order_not_delivered,High-risk non-receipt or false delivered status requiring courier investigation or concession authorization.,order_not_delivered,ESCALATE,We are sorry you haven't received your order. Please check your delivery tracking or contact our support team. ^Amazon,Certainly not the experience we want to cater. I'll ensure to share them internally to work on. ^CB,"I'm sorry to hear your package hasn't arrived! If tracking shows delivered, please check around your property or with neighbors. If it's still missing, reach us via phone or chat here: https://amazon.com/contact-us so we can investigate or arrange a replacement/refund. ^AI"
272181,Website says I received package on 10/2...I haven’t received it. Help! What do I do?,272180,"I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN",Fri Oct 06 03:00:43 +0000 2017,Fri Oct 06 03:19:03 +0000 2017,@115821 @AmazonHelp Website says I received package on 10/2...I haven’t received it. Help! What do I do?,"@180959 I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN",order_not_delivered,ESCALATE,order_not_delivered,ESCALATE,genral_enquiry,genral_enquiry,order_not_delivered,High-risk non-receipt or false delivered status requiring courier investigation or concession authorization.,order_not_delivered,ESCALATE,We are sorry you haven't received your order. Please check your delivery tracking or contact our support team. ^Amazon,"I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN","I'm sorry to hear your package hasn't arrived! If tracking shows delivered, please check around your property or with neighbors. If it's still missing, reach us via phone or chat here: https://amazon.com/contact-us so we can investigate or arrange a replacement/refund. ^AI"
275549,The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,275550,We regret the delay in the delivery. Kindly reach out to our support team here: https://t.co/beaaDm0muc we'll look into it. ^EM,Fri Oct 06 09:16:48 +0000 2017,Fri Oct 06 11:13:35 +0000 2017,@AmazonHelp The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,@181818 We regret the delay in the delivery. Kindly reach out to our support team here: https://t.co/beaaDm0muc we'll look into it. ^EM,order_not_delivered,ESCALATE,order_not_delivered,ESCALATE,genral_enquiry,genral_enquiry,order_not_delivered,High-risk non-receipt or false delivered status requiring courier investigation or concession authorization.,order_not_delivered,ESCALATE,We are sorry you haven't received your order. Please check your delivery tracking or contact our support team. ^Amazon,We regret the delay in the delivery. Kindly reach out to our support team here: https://t.co/beaaDm0muc we'll look into it. ^EM,"I'm sorry to hear your package hasn't arrived! If tracking shows delivered, please check around your property or with neighbors. If it's still missing, reach us via phone or chat here: https://amazon.com/contact-us so we can investigate or arrange a replacement/refund. ^AI"
111930,"I've spent ENTIRE DAY sat in 4 Delivery, driver a NO SHOW (claimed couldn't gain access (no card) my door open with instructions) Told by online chat to return by 8pm, STILL NOTHING! If u hire cheap scum, they'll offer a cheap scummy service. Use reputable Couriers FFS!",111927,"I'm so sorry to hear this, Paul! We'd like to help in any way we can. Have you been able to reach us via phone or chat about this? If not, you're welcome to do so here: https://t.co/JzP7hlA23B. We'll be able to look into this with you in real time via that link. ^BL",Thu Nov 23 20:17:49 +0000 2017,Thu Nov 23 20:19:38 +0000 2017,"@115830 I've spent ENTIRE DAY sat in 4 Delivery, driver a NO SHOW (claimed couldn't gain access (no card) my door open with instructions) Told by online chat to return by 8pm, STILL NOTHING! If u hire cheap scum, they'll offer a cheap scummy service. Use reputable Couriers FFS!","@140859 I'm so sorry to hear this, Paul! We'd like to help in any way we can. Have you been able to reach us via phone or chat about this? If not, you're welcome to do so here: https://t.co/JzP7hlA23B. We'll be able to look into this with you in real time via that link. ^BL",order_not_delivered,ESCALATE,order_not_delivered,ESCALATE,genral_enquiry,genral_enquiry,order_not_delivered,High-risk non-receipt or false delivered status requiring courier investigation or concession authorization.,order_not_delivered,ESCALATE,We are sorry you haven't received your order. Please check your delivery tracking or contact our support team. ^Amazon,"I'm so sorry to hear this, Paul! We'd like to help in any way we can. Have you been able to reach us via phone or chat about this? If not, you're welcome to do so here: https://t.co/JzP7hlA23B. We'll be able to look into this with you in real time via that link. ^BL","I'm sorry to hear your package hasn't arrived! If tracking shows delivered, please check around your property or with neighbors. If it's still missing, reach us via phone or chat here: https://amazon.com/contact-us so we can investigate or arrange a replacement/refund. ^AI"
169643,"The original date was 22-23 November, but since it didn't arrive I went online and it changed to today (24th) by 20:00. Had I known it would taken this long I would've gone somewhereelse. As it needs my signature I've been stuck at home for 3 days! Not impressed. When is arrival?",169644,I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here: https://t.co/JzP7hlA23B,Fri Nov 24 22:22:59 +0000 2017,Fri Nov 24 22:30:30 +0000 2017,"@AmazonHelp The original date was 22-23 November, but since it didn't arrive I went online and it changed to today (24th) by 20:00. Had I known it would taken this long I would've gone somewhereelse. As it needs my signature I've been stuck at home for 3 days! Not impressed. When is arrival?",@155507 I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here:  https://t.co/JzP7hlA23B,order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here: https://t.co/JzP7hlA23B,"I'm very sorry for the delivery delay! I understand this is urgent. Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
312832,#amzl_us is a joke. I am frustrated with all the delivery delays. I am not paying for prime to get delayed deliveries.,312831,I'm sorry for the delays! We'd like to escalate this further. Please send us the order details: https://t.co/2aqitn4JrU ^BH,Sat Oct 07 04:30:08 +0000 2017,Sat Oct 07 04:36:59 +0000 2017,@115821 #amzl_us is a joke. I am frustrated with all the delivery delays. I am not paying for prime to get delayed deliveries.,@190707 I'm sorry for the delays! We'd like to escalate this further. Please send us the order details: https://t.co/2aqitn4JrU ^BH,order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,I'm sorry for the delays! We'd like to escalate this further. Please send us the order details: https://t.co/2aqitn4JrU ^BH,"I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
77343,Pathetic..Again ur delivery is delayed and this tym it is not even half way mark. This is happening to ur Prime User. Can it be expedited. Wat has happnd to ur delivery service...goin bad to worst.. My Order Details below https://t.co/wMgkZ9PN31,77341,"Sorry for the delay in the delivery. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR",Thu Nov 30 11:58:05 +0000 2017,Thu Nov 30 12:26:00 +0000 2017,"@115850 Pathetic..Again ur delivery is delayed and this tym it is not even half way mark. This is happening to ur Prime User. Can it be expedited.
Wat has happnd to ur delivery service...goin bad to worst..
My Order Details below https://t.co/wMgkZ9PN31","@133241 Sorry for the delay in the delivery. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR",order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,"Sorry for the delay in the delivery. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR","I'm so sorry for the frustration this has caused you! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
308548,Please fix your delivery service. I don't know how many chances I can give. 4th delay in 90 days. I can't wait until Wednesday.,308547,"I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW",Sat Oct 07 00:34:01 +0000 2017,Sat Oct 07 00:44:25 +0000 2017,@AmazonHelp Please fix your delivery service. I don't know how many chances I can give. 4th delay in 90 days. I can't wait until Wednesday.,"@189592 I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW",order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,"I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW","I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
318895,1600 hours and all is well. Still no sign of my package which was guaranteed to be delivered by 8 pm yesterday #customercentricity,318894,We're working on this. We'll update you soon. ^SG,Sat Oct 07 10:23:48 +0000 2017,Sat Oct 07 10:46:00 +0000 2017,@115850 1600 hours and all is well. Still no sign of my package which was guaranteed to be delivered by 8 pm yesterday #customercentricity,@184608 We're working on this. We'll update you soon. ^SG,order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,We're working on this. We'll update you soon. ^SG,"I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
300525,I'd like to think I'm a very patient individual but this is ridiculous. I gave you guys a 2nd chance because this happened before but no.,300523,"Hello there! Very sorry for the delay. We'd love to help, but we need a little more info. Which domain did you order from? ^JD",Fri Oct 06 20:27:10 +0000 2017,Fri Oct 06 20:34:27 +0000 2017,@AmazonHelp I'd like to think I'm a very patient individual but this is ridiculous. I gave you guys a 2nd chance because this happened before but no.,"@187653 Hello there! Very sorry for the delay. We'd love to help, but we need a little more info. Which domain did you order from? ^JD",order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,"Hello there! Very sorry for the delay. We'd love to help, but we need a little more info. Which domain did you order from? ^JD","I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
239528,is true that you get a free month of prime if your package is late?,239527,"We aim to meet the delivery date shown during the checkout. If we miss this date, please look over our Guaranteed Delivery promise here: https://t.co/9PrH02nrTB ^SJ",Sat Nov 25 02:08:57 +0000 2017,Sat Nov 25 02:15:53 +0000 2017,@AmazonHelp is true that you get a free month of prime if your package is late?,"@172914 We aim to meet the delivery date shown during the checkout. If we miss this date, please look over our Guaranteed Delivery promise here: https://t.co/9PrH02nrTB  ^SJ",order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,"We aim to meet the delivery date shown during the checkout. If we miss this date, please look over our Guaranteed Delivery promise here: https://t.co/9PrH02nrTB ^SJ","I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
35156,First attempt at ordering an @Amazon package to an Amazon Pickup Point and they are 3 days late on delivery. Why bother paying for prime?,35154,"Hi, sorry to hear there's been a delay. What's your parcel status: https://t.co/PCtircFm5C ^TS",Wed Nov 01 13:37:56 +0000 2017,Wed Nov 01 13:40:32 +0000 2017,First attempt at ordering an @115821 package to an Amazon Pickup Point and they are 3 days late on delivery. Why bother paying for prime?,"@123655 Hi, sorry to hear there's been a delay. What's your parcel status: https://t.co/PCtircFm5C ^TS",order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,"Hi, sorry to hear there's been a delay. What's your parcel status: https://t.co/PCtircFm5C ^TS","I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
180662,"What? what should I reply? email asked me to wait for 24-48 hrs, am still waiting for more than 5 days. How can u be this dumb NS !?",180663,We wouldn't be able to access your details on Twitter. You may respond to the email so that [1/2],Wed Oct 11 07:31:18 +0000 2017,Wed Oct 11 07:55:29 +0000 2017,"@AmazonHelp What? what should I reply? email asked me to wait for 24-48 hrs, am still waiting for more than 5 days. How can u be this dumb NS !?",@158468 We wouldn't be able to access your details on Twitter. You may respond to the email so that [1/2],order_delayed,AUTO_HANDLE,order_delayed,AUTO_HANDLE,genral_enquiry,genral_enquiry,order_delayed,Delivery delay safely guided by carrier 8 PM delivery window and real-time tracking.,order_delayed,AUTO_HANDLE,We apologize for the delay in your delivery. Please check your order status on Amazon. ^Amazon,We wouldn't be able to access your details on Twitter. You may respond to the email so that [1/2],"I'm very sorry for the delivery delay! Our carriers deliver until 8 PM. If your package doesn't arrive by then, please check the updated tracking in 'Your Orders' or contact us here: https://amazon.com/contact-us. ^AI"
