customer_tweet_id,customer_text,brand_tweet_id,brand_text,customer_created_at,brand_created_at,raw_customer_text,raw_brand_text,intent,secondary_intent,secondery_intent,gold_intent,gold_secondary_intent,gold_escalation,gold_escalation_reason
128819,"Yes I got your mail but mailing is not a solution,mail is sent to your executives since last 3 days but the order is not delivered.By sending mail, you are giving me assurance that I have been getting from the last 3 days.I think you guys don't understand the meaning of solution.",128818,"I get your concern about the delivery, we're working with our logistics team to resolve this at the earliest for you. Further, you can reply to our correspondence and we'll be sure to reach out to you soon with an update. Your patience is much appreciated. ^VN",Thu Nov 23 14:57:30 +0000 2017,Thu Nov 23 15:17:57 +0000 2017,"@AmazonHelp Yes I got your mail but mailing is not a solution,mail is sent to your executives since last 3 days but the order is not delivered.By sending mail, you are giving me assurance that I have been getting from the last 3 days.I think you guys don't understand the meaning of solution.","@144977 I get your concern about the delivery, we're working with our logistics team to resolve this at the earliest for you. Further, you can reply to our correspondence and we'll be sure to reach out to you soon with an update. Your patience is much appreciated. ^VN",order_not_delivered,order_status_inquiry,order_status_inquiry,order_not_delivered,order_status_inquiry,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
236144,I hav ord items on @user on25 Sept..It is still not delivered. No callnorefund.I had to call to get the refund.Hw they claim to be no1?,236143,Certainly not the experience we want to cater. I'll ensure to share them internally to work on. ^CB,Thu Oct 05 13:50:06 +0000 2017,Thu Oct 05 14:01:38 +0000 2017,I hav ord items on @115850 on25 Sept..It is still not delivered. No callnorefund.I had to call to get the refund.Hw they claim to be no1?,@172243 Certainly not the experience we want to cater. I'll ensure to share them internally to work on. ^CB,order_not_delivered,refund_request,refund_request,order_not_delivered,refund_request,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
272181,Website says I received package on 10/2...I haven’t received it. Help! What do I do?,272180,"I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN",Fri Oct 06 03:00:43 +0000 2017,Fri Oct 06 03:19:03 +0000 2017,@115821 @AmazonHelp Website says I received package on 10/2...I haven’t received it. Help! What do I do?,"@180959 I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN",order_not_delivered,order_status_inquiry,order_status_inquiry,order_not_delivered,order_status_inquiry,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
275549,The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,275550,We regret the delay in the delivery. Kindly reach out to our support team here: https://t.co/beaaDm0muc we'll look into it. ^EM,Fri Oct 06 09:16:48 +0000 2017,Fri Oct 06 11:13:35 +0000 2017,@AmazonHelp The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,@181818 We regret the delay in the delivery. Kindly reach out to our support team here: https://t.co/beaaDm0muc we'll look into it. ^EM,order_not_delivered,order_status_inquiry,order_status_inquiry,order_not_delivered,order_status_inquiry,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
111930,"I've spent ENTIRE DAY sat in 4 Delivery, driver a NO SHOW (claimed couldn't gain access (no card) my door open with instructions) Told by online chat to return by 8pm, STILL NOTHING! If u hire cheap scum, they'll offer a cheap scummy service. Use reputable Couriers FFS!",111927,"I'm so sorry to hear this, Paul! We'd like to help in any way we can. Have you been able to reach us via phone or chat about this? If not, you're welcome to do so here: https://t.co/JzP7hlA23B. We'll be able to look into this with you in real time via that link. ^BL",Thu Nov 23 20:17:49 +0000 2017,Thu Nov 23 20:19:38 +0000 2017,"@115830 I've spent ENTIRE DAY sat in 4 Delivery, driver a NO SHOW (claimed couldn't gain access (no card) my door open with instructions) Told by online chat to return by 8pm, STILL NOTHING! If u hire cheap scum, they'll offer a cheap scummy service. Use reputable Couriers FFS!","@140859 I'm so sorry to hear this, Paul! We'd like to help in any way we can. Have you been able to reach us via phone or chat about this? If not, you're welcome to do so here: https://t.co/JzP7hlA23B. We'll be able to look into this with you in real time via that link. ^BL",order_not_delivered,return_request,return_request,order_not_delivered,return_request,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
169643,"The original date was 22-23 November, but since it didn't arrive I went online and it changed to today (24th) by 20:00. Had I known it would taken this long I would've gone somewhereelse. As it needs my signature I've been stuck at home for 3 days! Not impressed. When is arrival?",169644,I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here: https://t.co/JzP7hlA23B,Fri Nov 24 22:22:59 +0000 2017,Fri Nov 24 22:30:30 +0000 2017,"@AmazonHelp The original date was 22-23 November, but since it didn't arrive I went online and it changed to today (24th) by 20:00. Had I known it would taken this long I would've gone somewhereelse. As it needs my signature I've been stuck at home for 3 days! Not impressed. When is arrival?",@155507 I'm so sorry for the delay. This is definitely not what we want to happen and we're here to help! Please call or chat in so we can have a look at available options together here:  https://t.co/JzP7hlA23B,order_not_delivered,product_inquiry,product_inquiry,order_not_delivered,product_inquiry,ESCALATE,"High-risk scenario (order_not_delivered) requiring human verification, account authority, or supervisor de-escalation."
312832,#amzl_us is a joke. I am frustrated with all the delivery delays. I am not paying for prime to get delayed deliveries.,312831,I'm sorry for the delays! We'd like to escalate this further. Please send us the order details: https://t.co/2aqitn4JrU ^BH,Sat Oct 07 04:30:08 +0000 2017,Sat Oct 07 04:36:59 +0000 2017,@115821 #amzl_us is a joke. I am frustrated with all the delivery delays. I am not paying for prime to get delayed deliveries.,@190707 I'm sorry for the delays! We'd like to escalate this further. Please send us the order details: https://t.co/2aqitn4JrU ^BH,order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
77343,Pathetic..Again ur delivery is delayed and this tym it is not even half way mark. This is happening to ur Prime User. Can it be expedited. Wat has happnd to ur delivery service...goin bad to worst.. My Order Details below https://t.co/wMgkZ9PN31,77341,"Sorry for the delay in the delivery. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR",Thu Nov 30 11:58:05 +0000 2017,Thu Nov 30 12:26:00 +0000 2017,"@115850 Pathetic..Again ur delivery is delayed and this tym it is not even half way mark. This is happening to ur Prime User. Can it be expedited.
Wat has happnd to ur delivery service...goin bad to worst..
My Order Details below https://t.co/wMgkZ9PN31","@133241 Sorry for the delay in the delivery. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR",order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
308548,Please fix your delivery service. I don't know how many chances I can give. 4th delay in 90 days. I can't wait until Wednesday.,308547,"I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW",Sat Oct 07 00:34:01 +0000 2017,Sat Oct 07 00:44:25 +0000 2017,@AmazonHelp Please fix your delivery service. I don't know how many chances I can give. 4th delay in 90 days. I can't wait until Wednesday.,"@189592 I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW",order_delayed,Urgent,Urgent,order_delayed,Urgent,AUTO_HANDLE,Standard inquiry.
318895,1600 hours and all is well. Still no sign of my package which was guaranteed to be delivered by 8 pm yesterday #customercentricity,318894,We're working on this. We'll update you soon. ^SG,Sat Oct 07 10:23:48 +0000 2017,Sat Oct 07 10:46:00 +0000 2017,@115850 1600 hours and all is well. Still no sign of my package which was guaranteed to be delivered by 8 pm yesterday #customercentricity,@184608 We're working on this. We'll update you soon. ^SG,order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
300525,I'd like to think I'm a very patient individual but this is ridiculous. I gave you guys a 2nd chance because this happened before but no.,300523,"Hello there! Very sorry for the delay. We'd love to help, but we need a little more info. Which domain did you order from? ^JD",Fri Oct 06 20:27:10 +0000 2017,Fri Oct 06 20:34:27 +0000 2017,@AmazonHelp I'd like to think I'm a very patient individual but this is ridiculous. I gave you guys a 2nd chance because this happened before but no.,"@187653 Hello there! Very sorry for the delay. We'd love to help, but we need a little more info. Which domain did you order from? ^JD",order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
239528,is true that you get a free month of prime if your package is late?,239527,"We aim to meet the delivery date shown during the checkout. If we miss this date, please look over our Guaranteed Delivery promise here: https://t.co/9PrH02nrTB ^SJ",Sat Nov 25 02:08:57 +0000 2017,Sat Nov 25 02:15:53 +0000 2017,@AmazonHelp is true that you get a free month of prime if your package is late?,"@172914 We aim to meet the delivery date shown during the checkout. If we miss this date, please look over our Guaranteed Delivery promise here: https://t.co/9PrH02nrTB  ^SJ",order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
35156,First attempt at ordering an @Amazon package to an Amazon Pickup Point and they are 3 days late on delivery. Why bother paying for prime?,35154,"Hi, sorry to hear there's been a delay. What's your parcel status: https://t.co/PCtircFm5C ^TS",Wed Nov 01 13:37:56 +0000 2017,Wed Nov 01 13:40:32 +0000 2017,First attempt at ordering an @115821 package to an Amazon Pickup Point and they are 3 days late on delivery. Why bother paying for prime?,"@123655 Hi, sorry to hear there's been a delay. What's your parcel status: https://t.co/PCtircFm5C ^TS",order_delayed,return_request,return_request,order_delayed,return_request,AUTO_HANDLE,Standard inquiry.
180662,"What? what should I reply? email asked me to wait for 24-48 hrs, am still waiting for more than 5 days. How can u be this dumb NS !?",180663,We wouldn't be able to access your details on Twitter. You may respond to the email so that [1/2],Wed Oct 11 07:31:18 +0000 2017,Wed Oct 11 07:55:29 +0000 2017,"@AmazonHelp What? what should I reply? email asked me to wait for 24-48 hrs, am still waiting for more than 5 days. How can u be this dumb NS !?",@158468 We wouldn't be able to access your details on Twitter. You may respond to the email so that [1/2],order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
320381,"Yes I have reported, But what about my order which is supposed to be delivered on 6th Oct with #PRIME....#3DAYSDELAY",320382,We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,Sat Oct 07 15:25:32 +0000 2017,Sat Oct 07 15:45:28 +0000 2017,"@AmazonHelp Yes I have reported, But what about my order which is supposed to be delivered on 6th Oct with #PRIME....#3DAYSDELAY",@192339 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
182562,you should change the name of your sale from #AmazonGreatIndianFestival to #AmazonLateDeliveryFestival. Order delayed by 8 days.,182561,I'm sorry to know about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,Wed Oct 04 14:48:36 +0000 2017,Wed Oct 04 14:57:32 +0000 2017,"@115850 you should change the name of your sale from #AmazonGreatIndianFestival  to #AmazonLateDeliveryFestival.
Order delayed by 8 days.",@158931 I'm sorry to know about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
16428,Not impressed with Amazon Logistics. Computer parts delayed a week and a refund is the only option? Really disappointed.,16427,I'm sorry it's been delayed. We'd like to look into this. Please send details about this order here: https://t.co/Wze1ktETWY. ^LH,Wed Nov 01 03:27:06 +0000 2017,Wed Nov 01 03:55:24 +0000 2017,@AmazonHelp Not impressed with Amazon Logistics. Computer parts delayed a week and a refund is the only option? Really disappointed.,@119619 I'm sorry it's been delayed. We'd like to look into this. Please send details about this order here: https://t.co/Wze1ktETWY. ^LH,order_delayed,refund_request,refund_request,order_delayed,refund_request,AUTO_HANDLE,Standard inquiry.
103023,"What’s up with @Amazon delaying my last two entirely separate Prime orders? One’s in Kentucky, five extra days late, the other is local, but held up. Come on.",103022,I'm very sorry for this wait. What was the original delivery estimate given at Checkout: https://t.co/Y5jpI9gRhE ^DO,Thu Nov 30 17:46:02 +0000 2017,Thu Nov 30 17:50:27 +0000 2017,"What’s up with @115821 delaying my last two entirely separate Prime orders? One’s in Kentucky, five extra days late, the other is local, but held up. Come on.",@138658 I'm very sorry for this wait. What was the original delivery estimate given at Checkout: https://t.co/Y5jpI9gRhE ^DO,order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
295331,my parcel was meant to arrive today and it still hasn't?,295329,"I'm sorry for the wait! Deliveries are made up until 21.00. If you don't receive it by then, please let us know! ^SB",Fri Oct 06 17:49:29 +0000 2017,Fri Oct 06 18:05:00 +0000 2017,@AmazonHelp my parcel was meant to arrive today and it still hasn't?,"@186342 I'm sorry for the wait! Deliveries are made up until 21.00. If you don't receive it by then, please let us know! ^SB",order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
175373,I ordered some supplies on tue which should have arrived Wednesday- they were delayed till Friday but they still didn’t arrive. Can I expect them on Sat ? It is inconvenient to wait in everyday for this delivery. I’m a prime customer - will I get compensation?,175372,I'm sorry the order was delayed! When you have time give us a call. We can be reached 24/7 here: https://t.co/Y5jpI9gRhE ^EP,Sat Nov 25 00:04:58 +0000 2017,Sat Nov 25 00:09:27 +0000 2017,@AmazonHelp I ordered some supplies on tue which should have arrived Wednesday- they were delayed till Friday but they still didn’t arrive.  Can I expect them on Sat ? It is inconvenient to wait in everyday for this delivery. I’m a prime customer - will I get compensation?,@157184 I'm sorry the order was delayed! When you have time give us a call. We can be reached 24/7 here: https://t.co/Y5jpI9gRhE ^EP,order_delayed,Prime Membership,Prime Membership,order_delayed,Prime Membership,AUTO_HANDLE,Standard inquiry.
271576,Hey @user you've delayed a delivery once again. One more time and I'll be exploring options like @user,271575,I'm sorry for the delay. Has the tracking updated with any delays or a new expected delivery date: https://t.co/1AnkRIunxs? ^CL,Fri Oct 06 02:29:08 +0000 2017,Fri Oct 06 02:57:00 +0000 2017,Hey @117795 you've delayed a delivery once again. One more time and I'll be exploring options like @2300,@180807 I'm sorry for the delay. Has the tracking updated with any delays or a new expected delivery date: https://t.co/1AnkRIunxs? ^CL,order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
69651,so I took the day off to wait for the Christmas tree delivery and Amazon emails us at 16:20 PM to tell us there is a delay in delivery!? What kind of service is this? I wasted a whole day for this.,69649,"I'm sorry to hear that, were you provided with a new delivery date?^TI",Wed Nov 29 17:06:24 +0000 2017,Wed Nov 29 17:15:32 +0000 2017,@AmazonHelp so I took the day off to wait for the Christmas tree delivery and Amazon emails us at 16:20 PM to tell us there is a delay in delivery!? What kind of service is this? I wasted a whole day for this.,"@131784 I'm sorry to hear that, were you provided with a new delivery date?^TI",order_delayed,order_status_inquiry,order_status_inquiry,order_delayed,order_status_inquiry,AUTO_HANDLE,Standard inquiry.
138904,It is with the delivery company at Preston but is not out for delivery,138906,When was the last update? ^PK,Fri Nov 24 11:24:11 +0000 2017,Fri Nov 24 11:30:11 +0000 2017,@AmazonHelp It is with the delivery company at Preston but is not out for delivery,@147308 When was the last update? ^PK,order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
156815,"Can you tell me when this will be delivered. It is order [ORDER_ID] shipment 2, tracking ID Q36002316913",156817,"Unfortunately, we aren't able to look up your account details via Twitter. Please reach out to us here: https://t.co/JzP7hlA23B so an agent can pull your account information up and check. Thanks! ^WB",Fri Nov 24 18:15:12 +0000 2017,Fri Nov 24 18:25:00 +0000 2017,"@AmazonHelp @115830 Can you tell me when this will be delivered. It is order 205-8296977-8261157 shipment 2, tracking ID Q36002316913","@152013 Unfortunately, we aren't able to look up your account details via Twitter.  Please reach out to us here: https://t.co/JzP7hlA23B so an agent can pull your account information up and check.  Thanks! ^WB",order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
111875,"also, where’s the explanation? Tracker has the last update as “out for delivery” at 9.30 This morning.",111873,"I'm sorry your order has been delayed. While delays are rare, they can occur. If you have received your order by 21:00 on Tuesday, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Thu Nov 23 20:24:55 +0000 2017,Thu Nov 23 20:32:00 +0000 2017,"@AmazonHelp ... also, where’s the explanation? Tracker has the last update as “out for delivery” at 9.30
This morning.","@140843 I'm sorry your order has been delayed. While delays are rare, they can occur. If you have received your order by 21:00 on Tuesday, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
252831,is this what I pay for in delivery and shipping? My packages to be tossed at my door? https://t.co/B86etPsqRZ,252830,I'm so sorry to see this! We want to have a specialist look in to this! Pls leave details here: https://t.co/sY4XWUKmQn ^KN,Thu Oct 05 17:29:51 +0000 2017,Thu Oct 05 17:34:34 +0000 2017,@115821 @AmazonHelp is this what I pay for in delivery and shipping? My packages to be tossed at my door? https://t.co/B86etPsqRZ,@176086 I'm so sorry to see this! We want to have a specialist look in to this! Pls leave details here: https://t.co/sY4XWUKmQn ^KN,order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
78808,the last two items I ordered from prime aren’t expected until 3 days later even though at checkout they said arriving in 2 days. What’s the point of paying for prime if you can’t deliver? Please explain,78807,"Hi Jaime, what were the estimated delivery dates provided in your order confirmation emails?^PJ",Thu Nov 30 12:42:44 +0000 2017,Thu Nov 30 12:45:29 +0000 2017,@115821 the last two items I ordered from prime aren’t expected until 3 days later even though at checkout they said arriving in 2 days. What’s the point of paying for prime if you can’t deliver? Please explain,"@133573 Hi Jaime, what were the estimated delivery dates provided in your order confirmation emails?^PJ",order_status_inquiry,Prime Membership,Prime Membership,order_status_inquiry,Prime Membership,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
120164,AMZL US? And says it was out for delivery but status says it's lost.,120165,Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO,Thu Nov 23 23:27:35 +0000 2017,Thu Nov 23 23:32:00 +0000 2017,"@AmazonHelp AMZL US?

And says it was out for delivery but status says it's lost.",@142677 Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO,order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
287870,So @user sends me a email @ 8pm saying package out for delivery and will be delivered by end of day. I wonder what time zone is this ?,287868,"Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",Fri Oct 06 15:05:35 +0000 2017,Fri Oct 06 15:27:32 +0000 2017,So @115850 sends me a email @ 8pm saying package out for delivery and will be delivered by end of day. I wonder what time zone is this ?,"@184608 Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",order_status_inquiry,order_not_delivered,order_not_delivered,order_status_inquiry,order_not_delivered,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
126340,I hope you guys keep track of this as well.,126341,"I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Hence, I kindly request you to reply to the correspondence you received from us for assistance. Appreciate your understanding. ^BV",Sat Nov 25 15:01:47 +0000 2017,Sat Nov 25 15:17:25 +0000 2017,@AmazonHelp @115821 @115850 @4301 @122869 @132995 I hope you guys keep track of this as well.,"@144362 I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Hence, I kindly request you to reply to the correspondence you received from us for assistance. Appreciate your understanding. ^BV",order_status_inquiry,Enquiry,Enquiry,order_status_inquiry,Enquiry,AUTO_HANDLE,Routine order_status_inquiry workflow safely addressed via self-service links and standard policies.
